date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:36:16	202385/202385	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:02:48%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/bootstrap.min.css?ver=4.1.3	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/bootstrap.mina352.css	(from https://techtrix.peacefulqode.com/)
12:36:16	257967/257967	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Jul%202023%2022:50:22%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/techtrix-custom.css?ver=1.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/techtrix-custom5152.css	(from https://techtrix.peacefulqode.com/)
12:36:16	1142/1142	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:02:50%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/techtrix-responsive.css?ver=1.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/techtrix-responsive5152.css	(from https://techtrix.peacefulqode.com/)
12:36:16	30161/30161	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:02:50%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/woocommerce.css?ver=1.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/woocommerce5152.css	(from https://techtrix.peacefulqode.com/)
12:36:17	71760/71760	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2017:02:48%20GMT	https://techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/animate.min.css?ver=4.0.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/themes/techtrix/assets/css/animate.mincce7.css	(from https://techtrix.peacefulqode.com/)
12:36:17	8171/8171	---M--	200	added ('OK')	text/javascript	date:Sun,%2028%20Apr%202024%2011:46:09%20GMT	https://techtrix.peacefulqode.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://techtrix.peacefulqode.com/)
12:36:17	6625/6625	---M--	200	added ('OK')	text/javascript	date:Sun,%2028%20Apr%202024%2011:46:09%20GMT	https://techtrix.peacefulqode.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://techtrix.peacefulqode.com/)
12:36:17	38590/38590	---M--	200	added ('OK')	text/javascript	date:Sun,%2028%20Apr%202024%2011:46:09%20GMT	https://techtrix.peacefulqode.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://techtrix.peacefulqode.com/)
12:36:17	4307/4307	---M--	200	added ('OK')	text/javascript	date:Sun,%2028%20Apr%202024%2011:46:09%20GMT	https://techtrix.peacefulqode.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-includes/js/dist/hooks.min2757.js	(from https://techtrix.peacefulqode.com/)
12:36:19	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370075.6816	https://stats.wp.com/w.js?ver=202418	C:/My%20Web%20Sites/bct/stats.wp.com/w4afd.js	(from https://techtrix.peacefulqode.com/)
12:36:20	9636/9636	---M--	200	added ('OK')	text/javascript	date:Fri,%2026%20Apr%202024%2008:59:26%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min5f77.js	(from https://techtrix.peacefulqode.com/)
12:36:22	85578/85578	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	C:/My%20Web%20Sites/bct/ajax.googleapis.com/ajax/libs/jquery/2.2.4/jquery.min.js	(from https://techtrix.peacefulqode.com/)
12:36:22	3058/3058	---M--	200	added ('OK')	text/javascript	date:Fri,%2026%20Apr%202024%2008:59:26%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min5d2d.js	(from https://techtrix.peacefulqode.com/)
12:36:22	1720/1720	---M--	200	added ('OK')	text/javascript	date:Fri,%2026%20Apr%202024%2008:59:26%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min244a.js	(from https://techtrix.peacefulqode.com/)
12:36:23	2139/2139	---M--	200	added ('OK')	text/javascript	date:Fri,%2026%20Apr%202024%2008:59:26%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.8.2	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min5d2d.js	(from https://techtrix.peacefulqode.com/)
12:36:23	15055/15055	---M--	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202023%2011:23:20%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.14.1	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mina1c3.js	(from https://techtrix.peacefulqode.com/)
12:36:25	153517/153517	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Apr%202024%2004:36:25%20GMT	https://techtrix.peacefulqode.com/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-json/wp/v2/pages/9.json	(from https://techtrix.peacefulqode.com/)
12:36:25	318/318	---M--	403	error ('Forbidden')	text/html	date:Mon,%2029%20Apr%202024%2004:36:27%20GMT	https://techtrix.peacefulqode.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/xmlrpc.310db0.delayed	(from https://techtrix.peacefulqode.com/)
12:36:26	2076/2076	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Apr%202024%2004:36:28%20GMT	https://techtrix.peacefulqode.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechtrix.peacefulqode.com%2F	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-json/oembed/1.0/embedfd94.json	(from https://techtrix.peacefulqode.com/)
12:36:27	2238/2238	---MC-	200	added ('OK')	text/xml	date:Mon,%2029%20Apr%202024%2004:36:29%20GMT	https://techtrix.peacefulqode.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechtrix.peacefulqode.com%2F&format=xml	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-json/oembed/1.0/embed0520	(from https://techtrix.peacefulqode.com/)
12:36:27	38968/38968	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2007:15:30%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/3-1.png	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/3-1.png	(from https://techtrix.peacefulqode.com/)
12:36:27	23000/23000	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jun%202021%2012:36:46%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/sss11111.png	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/sss11111.png	(from https://techtrix.peacefulqode.com/)
12:36:27	13749/13749	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2007:44:35%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/logo-1.png	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/logo-1.png	(from https://techtrix.peacefulqode.com/)
12:36:29	60465/60465	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Apr%202024%2004:36:30%20GMT	https://techtrix.peacefulqode.com/404	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/404	(from https://techtrix.peacefulqode.com/)
12:36:39	190842/190842	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:31%20GMT	https://techtrix.peacefulqode.com/start-up-home/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/start-up-home/index.html	(from https://techtrix.peacefulqode.com/)
12:36:39	209901/209901	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:30%20GMT	https://techtrix.peacefulqode.com/home-modern/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/home-modern/index.html	(from https://techtrix.peacefulqode.com/)
12:36:40	301/301	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2029%20Apr%202024%2004:36:42%20GMT	http://techtrix.peacefulqode.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/revslider/public/assets/assets/dummy.38.delayed	(from https://techtrix.peacefulqode.com/)
12:36:40	201633/201633	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:31%20GMT	https://techtrix.peacefulqode.com/it-agency/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/it-agency/index.html	(from https://techtrix.peacefulqode.com/)
12:36:40	1148561/1148561	---MC-	200	added ('OK')	application/json	date:Mon,%2029%20Apr%202024%2004:36:26%20GMT	https://techtrix.peacefulqode.com/wp-json/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-json/index.html	(from https://techtrix.peacefulqode.com/)
12:36:41	68/68	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jun%202023%2000:38:22%20GMT	https://techtrix.peacefulqode.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://techtrix.peacefulqode.com/)
12:36:41	165871/165871	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:42%20GMT	https://techtrix.peacefulqode.com/softwar-company/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/softwar-company/index.html	(from https://techtrix.peacefulqode.com/)
12:36:42	193297/193297	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:43%20GMT	https://techtrix.peacefulqode.com/home-classic/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/home-classic/index.html	(from https://techtrix.peacefulqode.com/)
12:36:42	1039599/1039599	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2006:50:48%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/About_Us_Img.png	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/About_Us_Img.png	(from https://techtrix.peacefulqode.com/)
12:36:43	193850/193850	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:43%20GMT	https://techtrix.peacefulqode.com/it-solution/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/it-solution/index.html	(from https://techtrix.peacefulqode.com/)
12:36:43	309704/309704	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Jun%202021%2006:49:46%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/1.jpg	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/1.jpg	(from https://techtrix.peacefulqode.com/)
12:36:43	200064/200064	---MC-	200	added ('OK')	text/html	date:Mon,%2029%20Apr%202024%2004:36:44%20GMT	https://techtrix.peacefulqode.com/tech-solutions/	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/tech-solutions/index.html	(from https://techtrix.peacefulqode.com/)
12:36:43	214654/214654	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2006:50:14%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/2.png	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/2.png	(from https://techtrix.peacefulqode.com/)
12:36:43	193885/193885	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Jun%202021%2006:50:20%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/4.jpg	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/4.jpg	(from https://techtrix.peacefulqode.com/)
12:36:43	105601/105601	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jun%202021%2007:23:22%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/8.jpg	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/8.jpg	(from https://techtrix.peacefulqode.com/)
12:36:44	137072/137072	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Jun%202021%2007:23:27%20GMT	https://techtrix.peacefulqode.com/wp-content/uploads/2021/06/10.jpg	C:/My%20Web%20Sites/bct/techtrix.peacefulqode.com/wp-content/uploads/2021/06/10.jpg	(from https://techtrix.peacefulqode.com/)
